MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,MassFeature_Column,Volume,Adjusted_Area_VolNormed,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFFlag,RFratio,nmolinEnviroave,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,758430,170425,Smp,S9C1_A,A,170425,758430,170425_Smp_S9C1_A I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,11.5,65950.43478260869,21,0.7469879518072289,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,6.348540714654225e-4,C11H15N5O3S,11,5,0.006983394786119647,0.003174270357327112,87.69281621900875,19.277068559935255,7.963474190039629e-5,1.6466561538948916e-4,5.35,1.3053074366578779e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,12039,170425,Smp,S9C1_A,A,170425,12039,170425_Smp_S9C1_A Kynurenine,RP,Kynurenine_X_RP,11.5,1046.8695652173913,81,0.02409638554216864,1,400,3,3,Kynurenine,207537664,74095560,140816612,NA,0.7534280860084843,3.552216098143766e-5,C10H12N2O3,10,2,3.5522160981437664e-4,7.104432196287533e-5,87.69281621900875,19.277068559935255,4.050749253248147e-6,3.685431824967994e-6,5.35,6.639656258212647e-8
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,71166,170425,Smp,S9C1_A,A,170425,71166,170425_Smp_S9C1_A Sulfurol,RP,Sulfurol_X_RP,11.5,6188.347826086957,64,0.22891566265060237,1,400,3,3,Sulfurol,1404053376,721587200,1062820288,NA,1.0047080853267951,2.0863034848402806e-5,C6H9NOS,6,1,1.2517820909041684e-4,2.0863034848402806e-5,87.69281621900875,19.277068559935255,1.4274625275779725e-6,1.0822721713904034e-6,5.35,2.33977960916667e-8
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,216263,170425,Smp,S9C1_A,A,170425,173443.52880119433,170425_Smp_S9C1_A Vitamin B5,RP,Vitamin B5_X_RP,11.5,15082.04598271255,42,0.49397590361445787,1,400,3,3,Vitamin B5,141132272,91665088,116398680,NA,0.5472808295696836,8.5232351463169e-4,C9H17NO5,9,1,0.00767091163168521,8.5232351463169e-4,87.69281621900875,19.277068559935255,8.747480081523968e-5,4.4214373776888856e-5,5.35,1.4338152582589179e-6
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,41579,170425,Smp,S9C1_B,B,170425,41579,170425_Smp_S9C1_B Agmatine,RP,Agmatine_X_RP,11,3779.909090909091,69,0.1686746987951807,1,400,3,3,Agmatine,291790241.98662347,105083627.35564695,232823065.93381244,used relative RF,0.5739625810760454,1.0182965486903448e-4,C5H14N4,5,4,5.091482743451724e-4,4.073186194761379e-4,76.49747595465472,18.223188655019577,6.655752598255391e-6,2.235166562707685e-5,5.35,9.51679017467612e-8
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,1047767,170425,Smp,S9C1_B,B,170425,857997.6758037352,170425_Smp_S9C1_B Allopurinol,RP,Allopurinol_X_RP,11,77999.78870943048,10,0.8795180722891567,1,400,3,3,Allopurinol,47722930.6296815,47651774.05504256,47687352.34236203,used relative RF,0.8382497728907972,0.007024562355870014,C5H4N4O,5,4,0.03512281177935007,0.028098249423480055,76.49747595465472,18.223188655019577,4.591368713938975e-4,0.0015418953266304683,5.35,6.565011547542068e-6
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,36376,170425,Smp,S9C1_B,B,170425,36376,170425_Smp_S9C1_B Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,11,3306.909090909091,73,0.12048192771084344,1,400,3,3,Glutathione Disulfide,10913268.581476271,6214792.044144022,9623600.679814069,used relative RF,0.41903843437671984,0.0029521152223602495,C20H32N6O12S2,20,6,0.05904230444720499,0.017712691334161496,76.49747595465472,18.223188655019577,7.718202948578775e-4,9.719863888520156e-4,5.35,1.1035944756486915e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,429315,170425,Smp,S9C1_B,B,170425,429315,170425_Smp_S9C1_B I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,11,39028.63636363636,20,0.7590361445783133,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,3.7569864066660976e-4,C11H15N5O3S,11,5,0.004132685047332708,0.001878493203333049,76.49747595465472,18.223188655019577,5.402380922714931e-5,1.0308257456444748e-4,5.35,7.724644948285435e-7
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,17556,170425,Smp,S9C1_B,B,170425,17556,170425_Smp_S9C1_B Kynurenine,RP,Kynurenine_X_RP,11,1596,75,0.09638554216867468,1,400,3,3,Kynurenine,207537664,74095560,140816612,NA,0.7534280860084843,5.415514101281725e-5,C10H12N2O3,10,2,5.415514101281726e-4,1.083102820256345e-4,76.49747595465472,18.223188655019577,7.079336976414582e-6,5.943541719072334e-6,5.35,1.0122456264077992e-7
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,0,170425,Smp,S9C1_B,B,170425,NA,170425_Smp_S9C1_B Sulfurol,RP,Sulfurol_X_RP,11,NA,83,0,1,400,3,3,Sulfurol,1404053376,721587200,1062820288,NA,1.0047080853267951,NA,C6H9NOS,6,1,NA,NA,76.49747595465472,18.223188655019577,NA,NA,5.35,NA
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,173109,170425,Smp,S9C1_B,B,170425,179191.47824983814,170425_Smp_S9C1_B Vitamin B5,RP,Vitamin B5_X_RP,11,16290.134386348922,36,0.5662650602409638,1,400,3,3,Vitamin B5,141132272,91665088,116398680,NA,0.5472808295696836,9.205955617633182e-4,C9H17NO5,9,1,0.008285360055869865,9.205955617633182e-4,76.49747595465472,18.223188655019577,1.083089337585617e-4,5.0517808885753935e-5,5.35,1.548665431003713e-6
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,13563,170425,Smp,S9C2_A,A,170425,13563,170425_Smp_S9C2_A Agmatine,RP,Agmatine_X_RP,10,1356.3,80,0.04761904761904767,1,400,3,3,Agmatine,291790241.98662347,105083627.35564695,232823065.93381244,used relative RF,0.5739625810760454,3.653832872093091e-5,C5H14N4,5,4,1.8269164360465456e-4,1.4615331488372364e-4,126.3847484095361,25.787623003916973,1.4455196999930883e-6,5.667576063971615e-6,5.35,3.414797076722515e-8
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,710401,170425,Smp,S9C2_A,A,170425,1414839.2701222624,170425_Smp_S9C2_A Allopurinol,RP,Allopurinol_X_RP,10,141483.92701222625,15,0.8214285714285714,1,400,3,3,Allopurinol,47722930.6296815,47651774.05504256,47687352.34236203,used relative RF,0.8382497728907972,0.012741863588286662,C5H4N4O,5,4,0.06370931794143331,0.050967454353146646,126.3847484095361,25.787623003916973,5.040902382856368e-4,0.0019764308771461807,5.35,1.1908283727370712e-5
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,38840,170425,Smp,S9C2_A,A,170425,38840,170425_Smp_S9C2_A Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,10,3884,74,0.11904761904761908,1,400,3,3,Glutathione Disulfide,10913268.581476271,6214792.044144022,9623600.679814069,used relative RF,0.41903843437671984,0.003467290817025491,C20H32N6O12S2,20,6,0.06934581634050982,0.02080374490215295,126.3847484095361,25.787623003916973,5.486881701564354e-4,8.067337148132262e-4,5.35,1.2961834830001835e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,1019543,170425,Smp,S9C2_A,A,170425,1019543,170425_Smp_S9C2_A I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,10,101954.3,10,0.8809523809523809,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,9.81435568571499e-4,C11H15N5O3S,11,5,0.01079579125428649,0.004907177842857495,126.3847484095361,25.787623003916973,8.542004783127706e-5,1.9029198007556287e-4,5.35,2.0179049073432693e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,17304,170425,Smp,S9C2_A,A,170425,17304,170425_Smp_S9C2_A Kynurenine,RP,Kynurenine_X_RP,10,1730.4,78,0.0714285714285714,1,400,3,3,Kynurenine,207537664,74095560,140816612,NA,0.7534280860084843,5.8715573940212396e-5,C10H12N2O3,10,2,5.87155739402124e-4,1.1743114788042479e-4,126.3847484095361,25.787623003916973,4.6457800232312e-6,4.5537794570126825e-6,5.35,1.097487363368456e-7
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,0,170425,Smp,S9C2_A,A,170425,NA,170425_Smp_S9C2_A Sulfurol,RP,Sulfurol_X_RP,10,NA,84,0,1,400,3,3,Sulfurol,1404053376,721587200,1062820288,NA,1.0047080853267951,NA,C6H9NOS,6,1,NA,NA,126.3847484095361,25.787623003916973,NA,NA,5.35,NA
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,129214,170425,Smp,S9C2_A,A,170425,195128.14007270063,170425_Smp_S9C2_A Vitamin B5,RP,Vitamin B5_X_RP,10,19512.814007270063,47,0.44047619047619047,1,400,3,3,Vitamin B5,141132272,91665088,116398680,NA,0.5472808295696836,0.001102717113718792,C9H17NO5,9,1,0.009924454023469129,0.001102717113718792,126.3847484095361,25.787623003916973,7.852572520309183e-5,4.276148730541378e-5,5.35,1.8550381352278745e-6
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,91992,170425,Smp,S9C2_B,B,170425,91992,170425_Smp_S9C2_B Agmatine,RP,Agmatine_X_RP,10,9199.2,57,0.3132530120481928,1,400,3,3,Agmatine,291790241.98662347,105083627.35564695,232823065.93381244,used relative RF,0.5739625810760454,2.4782378055709475e-4,C5H14N4,5,4,0.0012391189027854738,9.91295122228379e-4,88.27289621828767,17.989963691237346,1.4037365441384068e-5,5.510267498267518e-5,5.35,2.316110098664437e-7
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,403040,170425,Smp,S9C2_B,B,170425,719068.2802686616,170425_Smp_S9C2_B Allopurinol,RP,Allopurinol_X_RP,10,71906.82802686616,19,0.7710843373493976,1,400,3,3,Allopurinol,47722930.6296815,47651774.05504256,47687352.34236203,used relative RF,0.8382497728907972,0.006475838020141622,C5H4N4O,5,4,0.03237919010070811,0.02590335208056649,88.27289621828767,17.989963691237346,3.668078366958583e-4,0.001439877952237538,5.35,6.0521850655529175e-6
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,77641,170425,Smp,S9C2_B,B,170425,77641,170425_Smp_S9C2_B Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,10,7764.1,62,0.2530120481927711,1,400,3,3,Glutathione Disulfide,10913268.581476271,6214792.044144022,9623600.679814069,used relative RF,0.41903843437671984,0.006931100059852628,C20H32N6O12S2,20,6,0.13862200119705256,0.041586600359115766,88.27289621828767,17.989963691237346,0.0015703801181991123,0.0023116556026942956,5.35,2.591065442935562e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,601071,170425,Smp,S9C2_B,B,170425,601071,170425_Smp_S9C2_B I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,10,60107.1,13,0.8433734939759037,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,5.786047853173818e-4,C11H15N5O3S,11,5,0.006364652638491199,0.002893023926586909,88.27289621828767,17.989963691237346,7.210200311941981e-5,1.6081321653784434e-4,5.35,1.1896546987834017e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,3461,170425,Smp,S9C2_B,B,170425,3461,170425_Smp_S9C2_B Kynurenine,RP,Kynurenine_X_RP,10,346.1,80,0.03614457831325302,1,400,3,3,Kynurenine,207537664,74095560,140816612,NA,0.7534280860084843,1.1743793423894769e-5,C10H12N2O3,10,2,0.00011743793423894768,2.3487586847789538e-5,88.27289621828767,17.989963691237346,1.3303962968263619e-6,1.305593899515762e-6,5.35,2.19510157455977e-8
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,895,170425,Smp,S9C2_B,B,170425,895,170425_Smp_S9C2_B Sulfurol,RP,Sulfurol_X_RP,10,89.5,81,0.02409638554216864,1,400,3,3,Sulfurol,1404053376,721587200,1062820288,NA,1.0047080853267951,3.0173507879772063e-7,C6H9NOS,6,1,1.810410472786324e-6,3.0173507879772063e-7,88.27289621828767,17.989963691237346,2.0509245196956138e-8,1.6772411772275644e-8,5.35,3.3839448089464e-10
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,72139,170425,Smp,S9C2_B,B,170425,115305.55776300332,170425_Smp_S9C2_B Vitamin B5,RP,Vitamin B5_X_RP,10,11530.55577630033,64,0.22891566265060237,1,400,3,3,Vitamin B5,141132272,91665088,116398680,NA,0.5472808295696836,6.516200677400054e-4,C9H17NO5,9,1,0.005864580609660049,6.516200677400054e-4,88.27289621828767,17.989963691237346,6.643693433551434e-5,3.622131088888191e-5,5.35,1.0961832915252428e-6
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,137392,170425,Smp,U3_A,A,170425,137392,170425_Smp_U3_A Agmatine,RP,Agmatine_X_RP,15.5,8864,75,0.16666666666666663,1,400,3,3,Agmatine,291790241.98662347,105083627.35564695,232823065.93381244,used relative RF,0.5739625810760454,2.3879358975324895e-4,C5H14N4,5,4,0.0011939679487662448,9.551743590129958e-4,108.74365911999067,22.284335387727403,1.0979655811000333e-5,4.2863039996204536e-5,4.45,2.6830740421713367e-7
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,464904,170425,Smp,U3_A,A,170425,619340.6340674501,170425_Smp_U3_A Allopurinol,RP,Allopurinol_X_RP,15.5,39957.460262416134,42,0.5333333333333333,1,400,3,3,Allopurinol,47722930.6296815,47651774.05504256,47687352.34236203,used relative RF,0.8382497728907972,0.0035985183529299064,C5H4N4O,5,4,0.017992591764649533,0.014394073411719626,108.74365911999067,22.284335387727403,1.6545876706977486e-4,6.459278754010694e-4,4.45,4.0432790482358505e-6
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,122202,170425,Smp,U3_A,A,170425,122202,170425_Smp_U3_A Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,15.5,7884,79,0.12222222222222225,1,400,3,3,Glutathione Disulfide,10913268.581476271,6214792.044144022,9623600.679814069,used relative RF,0.41903843437671984,0.007038136148668633,C20H32N6O12S2,20,6,0.14076272297337267,0.0422288168920118,108.74365911999067,22.284335387727403,0.0012944453415720664,0.0018950000597849723,4.45,3.163207257828599e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,2248503,170425,Smp,U3_A,A,170425,2248503,170425_Smp_U3_A I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,15.5,145064.70967741936,11,0.8777777777777778,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,0.0013964262990567096,C11H15N5O3S,11,5,0.015360689289623806,0.006982131495283548,108.74365911999067,22.284335387727403,1.4125595380852884e-4,3.133201584790722e-4,4.45,3.4518402898031025e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,13954,170425,Smp,U3_A,A,170425,13954,170425_Smp_U3_A Kynurenine,RP,Kynurenine_X_RP,15.5,900.258064516129,86,0.0444444444444444,1,400,3,3,Kynurenine,207537664,74095560,140816612,NA,0.7534280860084843,3.05473699447349e-5,C10H12N2O3,10,2,3.05473699447349e-4,6.10947398894698e-5,108.74365911999067,22.284335387727403,2.809117349180619e-6,2.7416002688200586e-6,4.45,6.864577515670764e-8
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,1769,170425,Smp,U3_A,A,170425,1769,170425_Smp_U3_A Sulfurol,RP,Sulfurol_X_RP,15.5,114.12903225806453,89,0.01111111111111107,1,400,3,3,Sulfurol,1404053376,721587200,1062820288,NA,1.0047080853267951,3.847679613574826e-7,C6H9NOS,6,1,2.3086077681448956e-6,3.847679613574826e-7,108.74365911999067,22.284335387727403,2.1229815023950187e-8,1.7266297363725056e-8,4.45,5.187882625044709e-10
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,69459,170425,Smp,U3_A,A,170425,94408.31173165626,170425_Smp_U3_A Vitamin B5,RP,Vitamin B5_X_RP,15.5,6090.858821397178,83,0.07777777777777772,1,400,3,3,Vitamin B5,141132272,91665088,116398680,NA,0.5472808295696836,3.4420941321417376e-4,C9H17NO5,9,1,0.0030978847189275637,3.4420941321417376e-4,108.74365911999067,22.284335387727403,2.8487957311692764e-5,1.544624989820156e-5,4.45,6.961538694219244e-7
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,450788,170425,Smp,U3_B,B,170425,450788,170425_Smp_U3_B Agmatine,RP,Agmatine_X_RP,15,30052.533333333333,48,0.4666666666666667,1,400,3,3,Agmatine,291790241.98662347,105083627.35564695,232823065.93381244,used relative RF,0.5739625810760454,8.096065338273734e-4,C5H14N4,5,4,0.0040480326691368675,0.0032384261353094936,178.43287758311817,31.740187459348377,2.2686585140404967e-5,1.0202920633210331e-4,4.45,9.096702627273859e-7
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,1254080,170425,Smp,U3_B,B,170425,1511471.9369532426,170425_Smp_U3_B Allopurinol,RP,Allopurinol_X_RP,15,100764.79579688284,21,0.7666666666666666,1,400,3,3,Allopurinol,47722930.6296815,47651774.05504256,47687352.34236203,used relative RF,0.8382497728907972,0.009074750112318359,C5H4N4O,5,4,0.04537375056159179,0.036299000449273436,178.43287758311817,31.740187459348377,2.542903033128278e-4,0.0011436290505770898,4.45,1.0196348440807144e-5
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,214577,170425,Smp,U3_B,B,170425,214577,170425_Smp_U3_B Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,15,14305.133333333331,71,0.2111111111111111,1,400,3,3,Glutathione Disulfide,10913268.581476271,6214792.044144022,9623600.679814069,used relative RF,0.41903843437671984,0.012770354645466508,C20H32N6O12S2,20,6,0.25540709290933017,0.07662212787279904,178.43287758311817,31.740187459348377,0.0014313903153321933,0.0024140414410259467,4.45,5.739485233917532e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,2792163,170425,Smp,U3_B,B,170425,2792163,170425_Smp_U3_B I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,15,186144.2,12,0.8666666666666667,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,0.0017918669321773267,C11H15N5O3S,11,5,0.019710536253950594,0.008959334660886633,178.43287758311817,31.740187459348377,1.104647109934601e-4,2.8227100650748857e-4,4.45,4.4293339896518186e-06
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,31259,170425,Smp,U3_B,B,170425,31259,170425_Smp_U3_B Kynurenine,RP,Kynurenine_X_RP,15,2083.9333333333334,86,0.0444444444444444,1,400,3,3,Kynurenine,207537664,74095560,140816612,NA,0.7534280860084843,7.071159368920862e-5,C10H12N2O3,10,2,7.071159368920862e-4,1.4142318737841723e-4,178.43287758311817,31.740187459348377,3.962924022018841e-6,4.455650665565434e-6,4.45,1.5890245772855868e-7
Sulfurol,Inj_vol,0.31160503163173314,0.31160503163173314,2025,170425,Smp,U3_B,B,170425,2025,170425_Smp_U3_B Sulfurol,RP,Sulfurol_X_RP,15,135,89,0.01111111111111107,1,400,3,3,Sulfurol,1404053376,721587200,1062820288,NA,1.0047080853267951,4.551311244434891e-7,C6H9NOS,6,1,2.730786746660935e-6,4.551311244434891e-7,178.43287758311817,31.740187459348377,1.530428015088683e-8,1.4339270208356637e-8,4.45,6.13659943069873e-10
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,119572,170425,Smp,U3_B,B,170425,142367.80179611142,170425_Smp_U3_B Vitamin B5,RP,Vitamin B5_X_RP,15,9491.186786407428,80,0.11111111111111116,1,400,3,3,Vitamin B5,141132272,91665088,116398680,NA,0.5472808295696836,5.363703100420929e-4,C9H17NO5,9,1,0.004827332790378836,5.363703100420929e-4,178.43287758311817,31.740187459348377,2.705405447563974e-5,1.6898775746962916e-5,4.45,1.0847938854783902e-6
Agmatine,Inj_vol,0.365775606382674,0.365775606382674,31461,170425,Smp,U4_A,A,170425,31461,170425_Smp_U4_A Agmatine,RP,Agmatine_X_RP,13.5,2330.4444444444443,82,0.0786516853932584,1,400,3,3,Agmatine,291790241.98662347,105083627.35564695,232823065.93381244,used relative RF,0.5739625810760454,6.278149758680109e-5,C5H14N4,5,4,3.1390748793400547e-4,0.00025112599034720436,104.0174718663877,20.62547226910255,3.0178342378598207e-6,1.2175526798646793e-5,5.14,6.107149570700495e-8
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.22264063779785956,176940,170425,Smp,U4_A,A,170425,148455.60267943493,170425_Smp_U4_A Allopurinol,RP,Allopurinol_X_RP,13.5,10996.711309587772,57,0.3595505617977528,1,400,3,3,Allopurinol,47722930.6296815,47651774.05504256,47687352.34236203,used relative RF,0.8382497728907972,9.903499173756207e-4,C5H4N4O,5,4,0.0049517495868781035,0.003961399669502483,104.0174718663877,20.62547226910255,4.7604979221555343e-5,1.9206346491453457e-4,5.14,9.633754060074131e-7
Glutathione Disulfide,Inj_vol,0.6672759216234158,0.6672759216234158,220687,170425,Smp,U4_A,A,170425,220687,170425_Smp_U4_A Glutathione Disulfide,RP,Glutathione Disulfide_X_RP,13.5,16347.185185185184,53,0.4044943820224719,1,400,3,3,Glutathione Disulfide,10913268.581476271,6214792.044144022,9623600.679814069,used relative RF,0.41903843437671984,0.014593317476006114,C20H32N6O12S2,20,6,0.2918663495201223,0.08755990485603668,104.0174718663877,20.62547226910255,0.0028059358133124966,0.004245231513423502,5.14,5.678333648251407e-5
I298.0971R2.1_CyanoAq,Inj_vol,0.2140066585848667,0.2140066585848667,1302062,170425,Smp,U4_A,A,170425,1302062,170425_Smp_U4_A I298.0971R2.1_CyanoAq,RP,I298.0971R2.1_CyanoAq_X_RP,13.5,96449.03703703704,15,0.8314606741573034,1,400,3,3,Methylthioadenosine,483452480,338464160,410958320,NA,0.910014845623046,9.284406396063532e-4,C11H15N5O3S,11,5,0.010212847035669886,0.0046422031980317665,104.0174718663877,20.62547226910255,9.818395748733896e-5,2.2507136503176697e-4,5.14,1.9869352209474485e-6
Kynurenine,Inj_vol,0.4075059796380346,0.4075059796380346,9954,170425,Smp,U4_A,A,170425,9954,170425_Smp_U4_A Kynurenine,RP,Kynurenine_X_RP,13.5,737.3333333333334,86,0.0337078651685393,1,400,3,3,Kynurenine,207537664,74095560,140816612,NA,0.7534280860084843,2.5019041754459433e-5,C10H12N2O3,10,2,2.5019041754459435e-4,5.003808350891887e-5,104.0174718663877,20.62547226910255,2.405273008999569e-6,2.4260333463431582e-6,5.14,4.8675178510621465e-8
