MassFeature_Column,Identification,Confidence,mz,rt,Column,z,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
I221.0843R5.58_HILICPos_X_HILICPos,NA,4,221.0842734,335.0619025,HILIC,1,7309.696197293732,10853.571435409971,13110.440039108707,79360.49918666003,89813.57205232684,125940.25330240284,93344.31361432416,83145.79140118725,64606.90541197732,16676.61777068047,66491.51656153856,121560.94701686305,NA,3945309.953511414,5902163.167039949,55073.41517968151,37146.17692618769,35711.41430567637,12896.015716362115,8334.632519006695,139344.70179185123,51868.133525203586,13310.768578077525,57510.134574539705,202833.2073543201,100897.04613859295,456912.68230291776,439988.2800060111,225549.48853241137,748318.3749755388,868674.5923719346,NA,NA,NA,NA,NA,NA,89191.91675517656,NA,NA,NA,701.5997214365844,4916.683314031796,6006.985105950724,44221.257349292384,6371.481306442761,15293485.052814368,19224866.680246256,681748.2391129491,865777.1686093191,1206714.1843711652,1440898.9876130852,2712118.3478077683,2925576.525913228,4088030.7217873456,6543519.166178996,8650781.766713468,7955975.69680651,0,0,0,0,0,0,0,0,0,0,0,0,7.946352133927641,7.66497047686475,7.88366837138403,5.47022384949086,0,5.970705697413485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I221.0843R8.12_HILICPos_X_HILICPos,NA,4,221.0842781,487.3496254,HILIC,1,161153.90304026293,113663.68118323747,134667.95398520952,1511204.4859813086,1862519.0654205608,1669924.112149533,648410,369251.3333333333,637889,352506.2992125984,559540.6299212598,732827.0866141733,52311.9,2876374.8,2713415.6,775487.4,823910.5,488141.1,486539.5,515024.6,532977.1578947369,1137956.608695652,503936.08695652173,976468,1124515.6,1777512.8,792747.8181818182,797971.7272727273,705303,1463650.9523809524,1151327.619047619,NA,NA,NA,NA,NA,NA,2344891.25,857786.25,60812,NA,135181.90476190476,91964.69565217392,42913.454545454544,249971.8,117452.2,5693813.677419355,9244518.4,874754.8888888889,944785.8333333334,1482018.2,1515658.6666666667,1177292.9,1153233.8,2111712.8,3633874.8,5410886,3468206,0,0,0,0,0,0,0,0,0,0,0,0,7.946352133927641,7.66497047686475,7.88366837138403,5.47022384949086,0,5.970705697413485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I221.0844R0.89_CyanoAq_X_RP,NA,4,221.0843545,53.4325863,RP,1,3879.4790544326484,4165.191770628122,5299.673639567139,70931.19721327268,79266.12665656708,76439.39682129027,20439.1374481185,19909.650965154142,16667.327521692463,11887.103746419201,27426.222044539874,28405.52207383406,4910.3808917330325,400631.6905429104,406968.94043822295,50870.90110448043,73058.2443022258,29963.31748162503,31542.07593473983,39995.83757429296,32511.56735010877,79330.56149727172,31231.540287347354,67515.56731654402,97268.16041433859,164160.0856827671,90003.45679940292,66552.41048194045,79912.11313265772,142752.66812961097,112139.68366544381,NA,3924.8775365971437,4819.080286033592,6642.543699641658,5790.007214260788,1776.9856395149811,685470.2091099893,202610.42200152634,12571.491252228525,2610.921174676366,6955.290705034706,5529.365595036458,4309.489031165561,19879.752362963172,10677.924683724794,1315261.2346561465,2410387.2130365362,84606.42077005432,104553.45877118799,165201.406132772,177693.51422768855,207978.8891789873,188737.6130189911,281257.56026133575,582135.2281610544,805760.3257589366,530303.847411927,0,0,0,0,0,0,0,0,0,0,0,0,7.403219101621954,7.105731398036209,7.249915051542973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I225.1607R2.2_HILICNeg_X_HILICNeg,"1,8-Diazacyclotetradecane-2,9-dione 1,8-Diazacyclotetradecane-2,9-dione 1,8-Diazacyclotetradecane-2,9-dione",3,225.1606781,131.9582175,HILIC,-1,22984.86000257362,28735.257422918778,44447.7404881249,10639.256551180522,796153.439424326,18848.087755714703,23760.0683230124,28993.99327278423,19060.197618418606,12725.040926216314,10804.14630801914,18356.06313027193,114674.7865050626,11820.86513838035,39476.72783600386,41332.1325965119,30641.31286569154,110339.6097343687,57265.65228261321,49488.81092941492,156529.22949074584,131750.28138156736,39127.03752636142,101062.28081105594,93948.95545928401,54823.62172205115,425345.46334111964,571200.2736953393,570642.8672032588,49972.972951919735,76955.8134119925,NA,NA,13484.83962099349,NA,NA,NA,84097.33187867067,41446.711422307664,102943.41409337567,NA,76559.46642136689,75876.72160193592,159939.1894458376,81303.06576379758,41211.21166177256,351166.32943644375,29687.48693564446,9950.248391624564,68112.10131314986,48744.05619707413,61601.31477852572,17695.74466313814,86070.00916692334,107997.40389748735,28741.357553260652,35708.15872042044,93946.94437014915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2549523914574126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.005869812578403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I227.1754R2.2_HILICPos_X_HILICPos,"1,8-Diazacyclotetradecane-2,9-dione 1,8-Diazacyclotetradecane-2,9-dione 1,8-Diazacyclotetradecane-2,9-dione",3,227.1754177,131.8983339,HILIC,1,896128.7592440427,886623.0073952342,858820.377978636,411710.2803738318,17596986.91588785,631240.2803738319,722304.6666666666,769866,682882.1111111111,322307.08661417325,388644.80314960633,577971.811023622,1644730.8,332301.4,535251.1,629267.1,553201.4,1794781.4,740078,726254.6,2216440.4210526315,1843417.391304348,689248,1266400.2608695652,1355330.3,757097.7,6810233.454545454,6570572.363636363,5833822.909090909,1051306.4761904762,1062732.5714285714,509309,714497.75,677825.5,233746.75,152884.75,403380.25,993937.5,1038267.5,906929,460184.75,1144311.3333333333,1392142.956521739,2127763.090909091,1146675.6,620997,4803772.903225807,339315.6666666667,268352.8888888889,1172246.1666666667,899809.6,996373.5238095238,272767.9,1089200,1410373.7,441807.5,538107.1,1603933.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.503120317297055,0,0,0,0,0,7.475668069973323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.948826484550002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I228.0979R6.34_HILICPos_X_HILICPos,Deoxycytidine;,3,228.097854,380.1458074,HILIC,1,535124.0162849809,568822.7255105329,751327.4102470605,1125592.169176972,1151295.4913754242,1377902.5702039322,1488395.251262024,1364134.9791489888,945279.1117296757,1124573.863144751,929284.2194723061,1305899.949150928,831342.5731956789,6200329.986369711,3886231.1825015084,2687950.8677087845,1701606.629824344,4398851.857302943,3559158.9408843415,2803814.9915842516,593711.6792191071,1027811.174349108,422254.51155819325,1022127.3255155513,685837.1164938954,1218586.9903663076,585174.4380372252,1109267.1345059478,596041.8004824383,1438856.0736919858,909060.1242399006,431960.7016283626,796368.4998830374,796556.9241582104,1896825.1133085417,802812.8248965819,369582.05619857216,7366887.216137155,6436158.722729202,1540954.876173952,555981.0713685316,955946.3142833456,755802.9520492547,669820.1856289069,1142565.3987464947,825263.7535542584,977176.5777197431,1783858.6187980475,598444.5488642657,445500.3731288729,1474993.493801602,2092449.015177428,1391455.1352882176,802257.4998901753,1475552.0588867248,2576203.1696073646,901990.9401688013,892139.129625164,5.505006592872816,0,5.384625141838743,5.701007831635561,5.700477411392744,5.785823417710141,0,0,0,6.395343958414385,6.52544189835186,6.739211469557938,6.042858181343779,5.96753745860174,5.727491421994416,6.912440663053557,6.870791294078349,6.9960397685199425,0,0,0,6.218129425065285,6.288842124706171,6.351669374772243,6.378105318332851,6.511397988887944,6.2941661412358485,6.9343634733508495,6.974578785238883,5.909733519343004,5.88644230371065,5.305184428589278,5.527815851301439,5.500632499800366,0,5.3316772763588025,0,5.402428945941364,5.771226086413027,5.504423779907642,6.326508938264353,6.46790099717909,6.349146629164223,6.61942970123918,6.7181517931671335,6.682758465478065,8.847695456230031,8.845547188958141,8.58255579195571,0,0,0,6.984029675966146,7.056307120812056,6.966569866284963,5.59140160406354,5.654170753714029,5.752055382024792,5.605472707466526,5.536743984481106,5.839513021564153,5.9355021718375625,5.60966721653614
I229.1549R0.89_CyanoAq_X_RP,NA,4,229.1548527,53.12191974,RP,1,3000.2465078060804,4262.366474938373,5038.208709942482,6657.009345794393,8572.242990654206,7940.747663551402,4284.333333333333,4917.111111111111,5735.555555555556,4746.771653543307,8018.897637795276,8709.92125984252,39326.7,31826.7,29990.3,17340.5,20837.4,26714.6,21070.9,19706.7,11373.473684210527,21938.608695652172,9443.130434782608,8754,11616.1,18862.8,30218.454545454544,15910.272727272728,18133.454545454544,20226.571428571428,25128.190476190477,11825.75,17373,17346,13241.75,25804,13832,238635.75,197913.25,29111.75,21155.25,53727.42857142857,83501.82608695653,66287.81818181818,77943.4,50824.4,23158.322580645163,18650.333333333332,22121.777777777777,19867.75,62171,68874.85714285714,49764.5,32329.5,40633.3,36104.2,21277.8,16848.8,0,0,0,0,0,0,5.063675913463349,4.859211484440171,0,5.273496131800275,5.401028776467876,5.5508471504432215,4.6991341005994745,3.9346586170011753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.341377697403111,5.631132480628865,5.511632543706024,0,0,0,0,0,0,8.125722564510685,8.130510116662292,7.8862906563974065,0,0,0,0,0,0,0,0,0,0,0,4.816206039341881,4.921578695783014,4.636134160242152
I229.1557R2_HILICNeg_X_HILICNeg,NA,4,229.1557499,120.144437,HILIC,-1,161130.97781429745,223160.06573541494,309554.23171733774,961471.2149532711,1202631.308411215,1025327.9439252337,261025.88888888888,256072,246106.11111111112,137796.8503937008,237992.125984252,504728.6614173229,127385.8,421489.1,590088,169515.1,109571.9,168182.5,462260.7,416796.4,66379.8947368421,44010.17391304348,68773.82608695653,134056.69565217392,112595,102806.8,80794.36363636363,144801.81818181818,121540.63636363637,172375.90476190476,196553.80952380953,NA,NA,NA,NA,NA,NA,2522754.75,2004683.75,26908.75,NA,314490.1904761905,109370.52173913043,169263.0909090909,238449.4,129254.6,185817.61290322582,301724,74887.18518518518,105470.75,554133.4,692197.619047619,950841.2,209564.7,197296.1,683487.3,337081.6,254552.1,0,0,4.838502688758507,0,0,0,0,0,0,5.686166727355983,5.773164176170797,5.975245581960416,6.27168944258779,5.944568589910497,5.908819801054259,5.808381747503837,5.879015910585385,5.977812551201887,0,0,0,0,5.563315790857284,0,5.976288549299786,5.826906682895378,5.70368275806444,5.539040731330305,5.420345049186006,6.0404715936530335,5.841435767618927,5.18075190934182,5.345607239755271,5.347687369316056,0,0,0,5.931674867943077,6.317133808067319,6.134490170059851,6.154598709447811,6.215485261611224,6.181731100311951,0,0,0,0,0,0,5.868515425870538,5.865151622715439,5.897456945809412,0,0,4.33144370572646,4.491633971278431,4.574267151293212,5.455472932924822,5.241703536674086,4.989089818580165,5.446161686747016,5.442934118800762,5.254122026508135
I232.0231R10.77_HILICNeg_X_HILICNeg,NA,4,232.0231044,646.4212236,HILIC,-1,NA,NA,NA,25106.827156675914,21079.30133432377,18250.93510617729,40354.82938251275,44963.06638628443,29874.185484402362,NA,5049.838899349671,4559.258745801431,24553.42646099177,NA,2226.164805244624,NA,NA,NA,NA,NA,12958.944135899217,NA,1053.7305826391348,NA,21671.443647273125,11310.77148155362,3634.428844679458,8658.695888844577,2709.7328662207033,NA,14817.718473401359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8673.602732983976,660.4025760008869,1370.7818357607123,24872.828511586784,19835.007310813904,8047.646302661603,13027.050736556908,12741.573415732406,16669.765791707086,1996.5898257807742,9051.543251414967,27064.69101971573,2487.713916303512,1930.9579396125296,7018.123018127565,2052.719150036438,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.402733263404122,5.483708610155201,6.713780896375828,6.340699766607971,0,4.618995919560442,4.316057221277872,0,0,0,0,0,0,6.383768676006682,6.863611718842611,6.882081326004695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I232.118R6.16_HILICPos_X_HILICPos,NA,4,232.1180483,369.8111362,HILIC,1,NA,NA,NA,727782.552955807,914437.9664266808,974990.6123135512,NA,NA,NA,NA,NA,NA,741750.7602611884,193730.36164928233,302219.1564670551,397274.16508604627,407252.7132189291,260538.95584628423,350386.39685097104,782535.0714054462,121069.78782545567,233052.74500295502,NA,393266.62213452655,848476.1558819234,391393.8387835239,173402.54464764794,254804.50004215838,198455.7888258975,752813.2325556218,445600.80481206323,NA,NA,NA,NA,NA,NA,131049617.29199597,10749184.655219821,NA,NA,4933885.821875513,591090.4170536101,652972.6853667899,3893441.745163744,2402144.3486076654,406919.7364024928,849549.7055295001,140380.50913505576,364692.1396194017,NA,1105459.2533415654,341862.94157376955,745435.0401149418,651732.757177864,218667.45314970304,187440.60720648427,130735.40484976955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.799848727948915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.929285781091517,6.0592027949252225,5.7427032822238075
I235.1653R7.18_HILICPos_X_HILICPos,NA,4,235.1652918,430.9363628,HILIC,1,56811301.23253903,20868331.96384552,43610601.80772391,119429490.84112151,124663518.5046729,59729752.52336449,45802350.222222224,59364483.55555555,45819360,21256725.66929134,22036477.480314963,48420913.385826774,2857004.6,9306421.6,8875604.8,2833363.6,2891198.2,3564511.2,3075651.8,4702260,1108919.0526315789,2675356,628915.3913043478,1883302.2608695652,1536734.3,1902663.4,5188298.181818182,8093290.909090909,10503176.727272727,4332936.761904762,2596496.380952381,91212.5,295995.5,180490,413560.25,2521021.75,12401.5,112916088,73621064,3527833.25,445118.5,17959836.95238095,12643773.217391305,9420920,12390568.8,5034084.8,15976076.387096774,31400793.6,4367320.592592592,3571041,14830833.6,43445171.809523806,34278944,17750142.4,17017804.8,18031684.8,21323636.8,4596976.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.670533061938375,7.024104824268544,7.969242538277834,7.18348585233445,7.232069838950053,7.226786554094732,6.368931285747878,6.402847844036634,6.294323079421046,0,0,0,9.692210177744856,9.747605076189512,10.0228556658224,9.921444752261587,4.2341476017209665,4.216035268349875,4.8285157612563845,0,0,0,8.872815257240896,9.350319335360222,9.081947158426097,0,0,0,0,0,0,0,0,0,0,4.077573205847015,0,7.3326357314802575,7.466574531270902,7.25732569928495,8.373596558759331,8.395310091549492,7.886465399847247,7.720421468887055,7.662317669540827,9.072256078074494,9.081975268578272,8.789087956797532
I236.1492R9.91_HILICPos_X_HILICPos,NA,4,236.1492202,594.3484069,HILIC,1,1634567.5980968203,1800187.0785192815,2019927.244524214,49781547.18487575,56162536.60265949,55999970.89197318,8079253.106236281,7648445.023209696,11031083.131913042,4228160.114168046,5338784.006124453,4997988.908987244,21076843.31778891,38008258.61248655,30412194.951977007,6841630.800064167,9097284.393952597,12651390.618987078,11527776.958264682,12981784.838063417,3648841.487605121,9048209.207284639,4692798.633295767,7110510.547416098,6120693.835013073,12585835.297919542,15760987.723382639,17857378.16673907,14147717.269633465,14518836.626602437,9961069.664258882,1291972.0026303092,1354400.4406829767,765305.0176662027,1023466.7625270416,1211468.01608853,674600.3028099599,116768141.82118513,43806197.80342155,3363943.948470099,1035552.5936433076,20113129.729484063,22545605.510461733,20053992.88818234,23429834.935171355,18872692.083508357,11414225.41470573,28793898.664668195,19240992.87108839,11455060.614027785,37865544.40224968,38547524.77526019,27489556.061785817,22440771.388700727,29476961.74642242,28847364.99660798,11412955.40353034,8215377.445389417,0,0,0,0,0,0,8.341849873628847,8.29359592382154,8.243729233242515,0,0,0,0,0,0,0,0,0,7.511870557248917,7.706651116673815,7.405320422700598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.373402466110576,9.041952268579935,9.027765199012507,0,0,0,7.700530654868428,8.038640259300502,0,0,0,0,0,0
I236.1493R8.23_HILICPos_X_HILICPos,NA,4,236.1492911,493.8084391,HILIC,1,3595083.9009494307,2647125.6712385113,3608668.3942733323,32307903.38746357,35551618.193859324,28778716.196416117,11148068.87960434,10075308.47294264,11340817.175717125,4692285.749579346,6013358.623572105,7831735.559421236,6964345.293551448,25020458.900020875,24676873.172643907,6900937.309023336,9870120.676815405,9560574.489240639,10081406.567777049,11287825.498018937,4215124.907604522,8269313.121340973,5173571.4573818175,7703346.154175977,6418886.832302435,7583853.4329916015,14707878.404715287,16587057.486441912,15841545.924845587,10706603.382407127,10345944.877907112,1160545.1765114819,1401784.2381637744,1518065.5282218636,1916129.7393531909,618820.9945532951,553928.5777498547,93997503.01884449,44098506.00729125,7923831.660880686,1350533.1621722453,6900416.654442949,5948802.722484713,5458117.47541763,7677934.478258823,5899085.659325795,9800911.323867938,21829902.507195096,9955287.744117972,8792665.563804263,19360222.142872337,24266022.896972105,20131520.828309424,12944416.330337673,13206412.04598814,20688400.344140086,10386358.731156701,8709221.829668285,0,0,0,0,0,0,8.296858193614845,8.3419577613257,8.274636909428663,0,0,0,0,0,0,0,0,0,7.395533522609221,7.355098054836093,7.3576385329125165,6.893413315259551,6.920780730519254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.974962964141678,7.643272019318213,7.624101098430853,0,0,0,6.234034119743166,6.407827203126741,0,0,0,0,0,0
I237.1235R1.65_CyanoAq_X_RP,NA,4,237.1235356,98.7078316,RP,1,29635.843780614778,30216.453406410263,33840.011840359715,289018.7525510838,324909.0849227939,259658.85710683683,67393.51845227134,59078.318522270914,53664.521193287444,24895.903859249778,44205.73654903977,101991.20112550227,22469.11495358572,140420.19946297217,118333.31638216577,25105.512799013057,31285.09456358261,35478.736157046806,73787.7358778358,62485.45124585395,7283.962408402028,14495.759574961641,12821.100586473145,25860.168256030447,16856.785602112253,23875.465548048815,14433.711056500144,38738.03817714808,17384.634605119136,39095.77983820582,29118.806227410638,4626.732015515018,6698.646199260126,7489.511908177156,8529.237915166885,11515.03153903427,3892.6922452867293,1153754.855637481,646076.9544622203,48194.801228185905,13788.608651804972,58665.25766951402,48113.91480824407,24395.241574220392,40728.14315519623,23377.946442512788,51926.83862562886,73800.9101531775,27634.07510909716,18753.41304804536,54492.404069141114,91435.63904261385,90965.69588264512,23128.30885797398,57874.02619833233,89827.04037054101,60730.38690858522,41437.94689355488,0,0,0,0,0,0,0,0,0,5.362291996539942,5.451536213191936,5.513545031681689,5.454829109175012,5.193874652003437,5.3357181143485635,0,0,5.174626428453181,0,0,0,0,5.2007051565800815,0,5.444582019067542,5.371154642298417,5.300371821323527,4.758943024357172,4.304757257803715,5.023816082347125,4.834836876428116,4.776015291191704,4.89084575955236,4.826941613203833,0,0,0,5.123861029002167,5.562666604213277,5.303766777212118,0,5.066786289571296,5.257369917677986,0,0,0,7.6926711955641185,0,0,5.7513817909983915,5.536123319430475,5.697643837294812,4.262661961704048,4.343131899945675,0,3.7711974909442127,3.925623063176347,4.224018761014661,4.018431579112016,3.7453337875680606,4.6889969334278785,4.528378853521894,4.405041972230479
I238.0524R11.67_HILICPos_X_HILICPos,NA,4,238.0523797,700.1635008,HILIC,1,353632.78553820873,2662057.5184880854,4974569.926047659,189111.12149532713,330764.8598130841,1462231.401869159,436840.77777777775,666642.1111111111,615976.4444444445,331347.7165354331,1127385.1181102362,2394854.0157480314,833433,286138.2,377136.2,234353.4,226222.1,184547.2,1306029.2,562320.1,306443.7894736842,162223.65217391305,219765.5652173913,313576.7826086957,296260.3,160803.5,220251.36363636365,407689.1818181818,688514.2727272727,136056.57142857142,587737.5238095238,NA,122883,104654.5,226551,NA,64274.75,NA,NA,395869.75,120650,2099078.095238095,125410.52173913043,987842.6363636364,1144861,1160515.2,390205.87096774194,329708.4,115117.11111111111,144103.25,192319.7,1449878.6666666667,2621971.6,891953.3,499100,742499.8,910946.2,415864.1,0,0,0,0,0,0,0,0,0,0,0,0,4.541378518691204,0,4.851665092430685,5.350351565619525,5.20262372501843,5.362931827718687,0,0,0,0,0,0,0,0,0,4.628145064973675,4.357842750307978,4.883685489792739,5.376908210885183,4.882467809976057,5.022355412415815,5.208525119652932,0,0,0,0,0,0,0,5.065936429524507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.011060321196192,0,4.241325355524391,4.028685604319057
I239.002R2.89_HILICNeg_X_HILICNeg,"1,2-Dihydroxynaphthalene-6-sulfonate",3,239.0020288,173.2638476,HILIC,-1,NA,NA,4941.675861412468,164482.55389704613,107987.56883926856,181614.06642708986,3070.1234287563257,9708.389284857898,1413.9339323069607,796.3235768662408,NA,NA,NA,NA,NA,179913.477744885,15382.660655598902,NA,3446.4659283312294,28931.03245148347,4726.534161720493,NA,78004.70326299418,436702.8054931717,290150.6449031258,3112.8086219543466,NA,NA,NA,2531.1829803435276,NA,NA,NA,NA,NA,NA,NA,NA,76758.251196565,NA,NA,NA,NA,NA,NA,NA,6645.531149160411,8926.4226226325,NA,4412.41993974653,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
